timestamp,household_id,appliance,power_kW
2025-06-17T00:04:40.725796,6,Refrigerator,3.74
2025-06-17T00:05:40.725796,2,Washer,3.96
2025-06-17T00:06:40.725796,8,Lighting,2.16
2025-06-17T00:07:40.725796,3,Lighting,1.44
2025-06-17T00:08:40.725796,4,Washer,1.55
2025-06-17T00:09:40.725796,4,Lighting,3.89
2025-06-17T00:10:40.725796,1,Refrigerator,4.58
2025-06-17T00:11:40.725796,4,Lighting,3.1
2025-06-17T00:12:40.725796,7,Dryer,0.77
2025-06-17T00:13:40.725796,1,Lighting,1.27
2025-06-17T00:14:40.725796,6,Lighting,3.09
2025-06-17T00:15:40.725796,3,Refrigerator,4.3
2025-06-17T00:16:40.725796,2,HVAC,1.38
2025-06-17T00:17:40.725796,5,Lighting,4.77
2025-06-17T00:18:40.725796,5,HVAC,3.55
2025-06-17T00:19:40.725796,6,Washer,3.44
2025-06-17T00:20:40.725796,1,HVAC,4.93
2025-06-17T00:21:40.725796,1,Washer,4.95
2025-06-17T00:22:40.725796,1,HVAC,2.86
2025-06-17T00:23:40.725796,1,HVAC,4.23
2025-06-17T00:24:40.725796,10,Refrigerator,3.78
2025-06-17T00:25:40.725796,4,Lighting,2.14
2025-06-17T00:26:40.725796,1,Dryer,2.24
2025-06-17T00:27:40.725796,9,HVAC,2.81
2025-06-17T00:28:40.725796,9,HVAC,2.76
2025-06-17T00:29:40.725796,2,HVAC,4.35
2025-06-17T00:30:40.725796,10,HVAC,3.94
2025-06-17T00:31:40.725796,1,Refrigerator,1.04
2025-06-17T00:32:40.725796,5,Lighting,0.3
2025-06-17T00:33:40.725796,8,Dryer,4.27
2025-06-17T00:34:40.725796,7,Refrigerator,4.82
2025-06-17T00:35:40.725796,9,Lighting,3.37
2025-06-17T00:36:40.725796,2,Dryer,3.49
2025-06-17T00:37:40.725796,5,Refrigerator,2.75
2025-06-17T00:38:40.725796,1,Washer,0.78
2025-06-17T00:39:40.725796,3,Lighting,0.43
2025-06-17T00:40:40.725796,6,Lighting,4.79
2025-06-17T00:41:40.725796,5,Dryer,2.48
2025-06-17T00:42:40.725796,5,Washer,0.1
2025-06-17T00:43:40.725796,8,Washer,0.25
2025-06-17T00:44:40.725796,9,Washer,3.35
2025-06-17T00:45:40.725796,8,Washer,0.33
2025-06-17T00:46:40.725796,4,Washer,0.54
2025-06-17T00:47:40.725796,3,Lighting,2.93
2025-06-17T00:48:40.725796,10,Lighting,0.41
2025-06-17T00:49:40.725796,5,Washer,2.65
2025-06-17T00:50:40.725796,10,Lighting,1.67
2025-06-17T00:51:40.725796,6,Refrigerator,4.01
2025-06-17T00:52:40.725796,9,Refrigerator,4.6
2025-06-17T00:53:40.725796,1,Dryer,3.16
2025-06-17T00:54:40.725796,5,Dryer,0.77
2025-06-17T00:55:40.725796,5,Lighting,2.73
2025-06-17T00:56:40.725796,1,Refrigerator,0.8
2025-06-17T00:57:40.725796,9,Washer,3.22
2025-06-17T00:58:40.725796,3,Lighting,0.34
2025-06-17T00:59:40.725796,7,Refrigerator,1.86
2025-06-17T01:00:40.725796,1,Refrigerator,4.36
2025-06-17T01:01:40.725796,7,Dryer,0.47
2025-06-17T01:02:40.725796,2,Washer,4.75
2025-06-17T01:03:40.725796,6,Refrigerator,3.07
2025-06-17T01:04:40.725796,5,Dryer,3.69
2025-06-17T01:05:40.725796,7,Dryer,0.15
2025-06-17T01:06:40.725796,9,HVAC,3.94
2025-06-17T01:07:40.725796,3,Refrigerator,3.47
2025-06-17T01:08:40.725796,7,HVAC,0.26
2025-06-17T01:09:40.725796,1,Washer,3.95
2025-06-17T01:10:40.725796,3,Lighting,0.11
2025-06-17T01:11:40.725796,5,Dryer,1.31
2025-06-17T01:12:40.725796,6,Lighting,2.69
2025-06-17T01:13:40.725796,2,Lighting,1.68
2025-06-17T01:14:40.725796,3,Lighting,4.36
2025-06-17T01:15:40.725796,2,HVAC,1.82
2025-06-17T01:16:40.725796,3,HVAC,0.8
2025-06-17T01:17:40.725796,9,Lighting,1.42
2025-06-17T01:18:40.725796,10,Dryer,3.77
2025-06-17T01:19:40.725796,5,HVAC,2.3
2025-06-17T01:20:40.725796,2,HVAC,0.36
2025-06-17T01:21:40.725796,8,Refrigerator,2.14
2025-06-17T01:22:40.725796,5,Lighting,3.75
2025-06-17T01:23:40.725796,9,Dryer,2.74
2025-06-17T01:24:40.725796,8,Washer,1.32
2025-06-17T01:25:40.725796,8,Refrigerator,2.27
2025-06-17T01:26:40.725796,2,Dryer,2.88
2025-06-17T01:27:40.725796,4,HVAC,3.29
2025-06-17T01:28:40.725796,5,Dryer,0.56
2025-06-17T01:29:40.725796,3,Dryer,0.52
2025-06-17T01:30:40.725796,6,Refrigerator,4.84
2025-06-17T01:31:40.725796,6,Dryer,4.34
2025-06-17T01:32:40.725796,4,Washer,1.66
2025-06-17T01:33:40.725796,9,HVAC,4.56
2025-06-17T01:34:40.725796,4,Refrigerator,4.76
2025-06-17T01:35:40.725796,2,Lighting,2.9
2025-06-17T01:36:40.725796,2,HVAC,2.07
2025-06-17T01:37:40.725796,2,Refrigerator,3.37
2025-06-17T01:38:40.725796,7,Refrigerator,3.69
2025-06-17T01:39:40.725796,7,Washer,4.6
2025-06-17T01:40:40.725796,3,Refrigerator,3.95
2025-06-17T01:41:40.725796,3,Washer,0.18
2025-06-17T01:42:40.725796,9,Refrigerator,2.98
2025-06-17T01:43:40.725796,9,HVAC,0.79
2025-06-17T01:44:40.725796,4,HVAC,2.48
2025-06-17T01:45:40.725796,3,HVAC,0.91
2025-06-17T01:46:40.725796,5,Washer,1.27
2025-06-17T01:47:40.725796,9,Refrigerator,4.71
2025-06-17T01:48:40.725796,2,Washer,3.49
2025-06-17T01:49:40.725796,4,Refrigerator,0.46
2025-06-17T01:50:40.725796,7,Lighting,3.75
2025-06-17T01:51:40.725796,2,HVAC,1.78
2025-06-17T01:52:40.725796,9,HVAC,0.4
2025-06-17T01:53:40.725796,9,Lighting,1.85
2025-06-17T01:54:40.725796,3,Refrigerator,2.11
2025-06-17T01:55:40.725796,10,Lighting,3.22
2025-06-17T01:56:40.725796,3,HVAC,0.8
2025-06-17T01:57:40.725796,2,Lighting,1.94
2025-06-17T01:58:40.725796,10,Dryer,2.73
2025-06-17T01:59:40.725796,4,Dryer,3.21
2025-06-17T02:00:40.725796,2,Refrigerator,2.15
2025-06-17T02:01:40.725796,7,Dryer,3.67
2025-06-17T02:02:40.725796,1,HVAC,2.16
2025-06-17T02:03:40.725796,5,Washer,1.59
2025-06-17T02:04:40.725796,5,Dryer,1.4
2025-06-17T02:05:40.725796,3,HVAC,3.97
2025-06-17T02:06:40.725796,6,HVAC,3.93
2025-06-17T02:07:40.725796,10,Lighting,4.12
2025-06-17T02:08:40.725796,3,HVAC,0.29
2025-06-17T02:09:40.725796,3,Lighting,2.27
2025-06-17T02:10:40.725796,9,Refrigerator,4.17
2025-06-17T02:11:40.725796,2,Lighting,1.58
2025-06-17T02:12:40.725796,2,HVAC,4.11
2025-06-17T02:13:40.725796,7,Lighting,1.27
2025-06-17T02:14:40.725796,2,HVAC,4.7
2025-06-17T02:15:40.725796,7,Washer,2.02
2025-06-17T02:16:40.725796,6,Refrigerator,0.29
2025-06-17T02:17:40.725796,4,HVAC,4.65
2025-06-17T02:18:40.725796,4,Dryer,1.24
2025-06-17T02:19:40.725796,4,Dryer,3.93
2025-06-17T02:20:40.725796,10,Refrigerator,4.08
2025-06-17T02:21:40.725796,1,HVAC,0.21
2025-06-17T02:22:40.725796,2,HVAC,4.55
2025-06-17T02:23:40.725796,1,Washer,4.53
2025-06-17T02:24:40.725796,9,HVAC,1.45
2025-06-17T02:25:40.725796,9,Dryer,4.34
2025-06-17T02:26:40.725796,5,HVAC,0.34
2025-06-17T02:27:40.725796,5,HVAC,2.05
2025-06-17T02:28:40.725796,6,Washer,1.33
2025-06-17T02:29:40.725796,8,Refrigerator,4.02
2025-06-17T02:30:40.725796,6,Dryer,4.98
2025-06-17T02:31:40.725796,5,Refrigerator,0.44
2025-06-17T02:32:40.725796,4,Dryer,2.51
2025-06-17T02:33:40.725796,1,Lighting,2.6
2025-06-17T02:34:40.725796,1,Washer,0.96
2025-06-17T02:35:40.725796,6,Refrigerator,4.46
2025-06-17T02:36:40.725796,2,Dryer,1.32
2025-06-17T02:37:40.725796,2,Washer,4.32
2025-06-17T02:38:40.725796,7,Lighting,2.74
2025-06-17T02:39:40.725796,5,Dryer,2.97
2025-06-17T02:40:40.725796,6,Refrigerator,2.42
2025-06-17T02:41:40.725796,6,Refrigerator,2.45
2025-06-17T02:42:40.725796,3,Washer,4.82
2025-06-17T02:43:40.725796,7,Washer,3.54
2025-06-17T02:44:40.725796,3,Refrigerator,2.56
2025-06-17T02:45:40.725796,2,HVAC,1.1
2025-06-17T02:46:40.725796,8,HVAC,1.66
2025-06-17T02:47:40.725796,10,HVAC,1.4
2025-06-17T02:48:40.725796,8,HVAC,2.66
2025-06-17T02:49:40.725796,4,Washer,0.88
2025-06-17T02:50:40.725796,2,Washer,2.27
2025-06-17T02:51:40.725796,5,HVAC,0.31
2025-06-17T02:52:40.725796,3,Lighting,4.29
2025-06-17T02:53:40.725796,8,Washer,2.27
2025-06-17T02:54:40.725796,1,Lighting,1.57
2025-06-17T02:55:40.725796,7,Refrigerator,2.77
2025-06-17T02:56:40.725796,9,Lighting,2.2
2025-06-17T02:57:40.725796,1,Refrigerator,1.22
2025-06-17T02:58:40.725796,1,Refrigerator,4.36
2025-06-17T02:59:40.725796,3,Refrigerator,1.22
2025-06-17T03:00:40.725796,4,Washer,2.49
2025-06-17T03:01:40.725796,2,Dryer,3.73
2025-06-17T03:02:40.725796,10,HVAC,4.73
2025-06-17T03:03:40.725796,6,Lighting,3.41
2025-06-17T03:04:40.725796,4,Washer,4.58
2025-06-17T03:05:40.725796,7,Dryer,0.76
2025-06-17T03:06:40.725796,3,HVAC,4.35
2025-06-17T03:07:40.725796,4,Dryer,4.74
2025-06-17T03:08:40.725796,3,Lighting,3.56
2025-06-17T03:09:40.725796,10,Dryer,4.47
2025-06-17T03:10:40.725796,6,Refrigerator,1.6
2025-06-17T03:11:40.725796,10,HVAC,2.67
2025-06-17T03:12:40.725796,4,Washer,3.01
2025-06-17T03:13:40.725796,6,Refrigerator,1.6
2025-06-17T03:14:40.725796,3,Washer,4.94
2025-06-17T03:15:40.725796,10,Washer,3.04
2025-06-17T03:16:40.725796,3,Dryer,3.04
2025-06-17T03:17:40.725796,3,Refrigerator,1.39
2025-06-17T03:18:40.725796,7,HVAC,1.99
2025-06-17T03:19:40.725796,8,Refrigerator,0.33
2025-06-17T03:20:40.725796,3,Refrigerator,2.39
2025-06-17T03:21:40.725796,3,HVAC,0.71
2025-06-17T03:22:40.725796,5,Refrigerator,2.02
2025-06-17T03:23:40.725796,5,Refrigerator,3.88
2025-06-17T03:24:40.725796,2,Refrigerator,3.29
2025-06-17T03:25:40.725796,9,HVAC,1.11
2025-06-17T03:26:40.725796,2,Washer,3.64
2025-06-17T03:27:40.725796,5,Washer,1.15
2025-06-17T03:28:40.725796,1,Lighting,0.18
2025-06-17T03:29:40.725796,6,HVAC,1.38
2025-06-17T03:30:40.725796,8,Dryer,4.92
2025-06-17T03:31:40.725796,7,Dryer,3.2
2025-06-17T03:32:40.725796,3,Lighting,0.8
2025-06-17T03:33:40.725796,6,Lighting,3.02
2025-06-17T03:34:40.725796,1,Washer,3.76
2025-06-17T03:35:40.725796,9,Dryer,2.47
2025-06-17T03:36:40.725796,7,Lighting,3.3
2025-06-17T03:37:40.725796,5,Dryer,0.68
2025-06-17T03:38:40.725796,9,HVAC,3.79
2025-06-17T03:39:40.725796,10,Dryer,4.21
2025-06-17T03:40:40.725796,6,Dryer,3.73
2025-06-17T03:41:40.725796,8,Washer,2.55
2025-06-17T03:42:40.725796,4,Lighting,2.27
2025-06-17T03:43:40.725796,2,Refrigerator,4.37
2025-06-17T03:44:40.725796,2,HVAC,3.11
2025-06-17T03:45:40.725796,2,HVAC,4.58
2025-06-17T03:46:40.725796,6,Lighting,1.3
2025-06-17T03:47:40.725796,3,Lighting,5.0
2025-06-17T03:48:40.725796,8,Lighting,1.55
2025-06-17T03:49:40.725796,9,Lighting,3.43
2025-06-17T03:50:40.725796,4,HVAC,2.29
2025-06-17T03:51:40.725796,9,Lighting,3.32
2025-06-17T03:52:40.725796,8,Refrigerator,0.55
2025-06-17T03:53:40.725796,9,Lighting,0.22
2025-06-17T03:54:40.725796,7,Refrigerator,0.83
2025-06-17T03:55:40.725796,1,Dryer,2.45
2025-06-17T03:56:40.725796,5,Lighting,3.5
2025-06-17T03:57:40.725796,3,Washer,1.74
2025-06-17T03:58:40.725796,10,HVAC,3.73
2025-06-17T03:59:40.725796,8,Dryer,0.56
2025-06-17T04:00:40.725796,4,Washer,0.29
2025-06-17T04:01:40.725796,7,HVAC,3.94
2025-06-17T04:02:40.725796,1,Refrigerator,3.28
2025-06-17T04:03:40.725796,3,Lighting,0.43
2025-06-17T04:04:40.725796,7,HVAC,3.64
2025-06-17T04:05:40.725796,10,Refrigerator,1.13
2025-06-17T04:06:40.725796,5,Lighting,4.43
2025-06-17T04:07:40.725796,2,Lighting,0.83
2025-06-17T04:08:40.725796,5,HVAC,0.6
2025-06-17T04:09:40.725796,10,Lighting,2.5
2025-06-17T04:10:40.725796,7,HVAC,3.09
2025-06-17T04:11:40.725796,7,Dryer,4.65
2025-06-17T04:12:40.725796,9,HVAC,2.6
2025-06-17T04:13:40.725796,2,Lighting,2.09
2025-06-17T04:14:40.725796,4,Refrigerator,3.89
2025-06-17T04:15:40.725796,2,Dryer,1.71
2025-06-17T04:16:40.725796,7,Dryer,1.22
2025-06-17T04:17:40.725796,6,Dryer,1.69
2025-06-17T04:18:40.725796,3,Dryer,2.04
2025-06-17T04:19:40.725796,2,Washer,1.66
2025-06-17T04:20:40.725796,9,Washer,2.93
2025-06-17T04:21:40.725796,1,Refrigerator,1.03
2025-06-17T04:22:40.725796,8,Dryer,0.68
2025-06-17T04:23:40.725796,5,Washer,4.21
2025-06-17T04:24:40.725796,9,Refrigerator,2.93
2025-06-17T04:25:40.725796,2,Washer,3.58
2025-06-17T04:26:40.725796,5,Dryer,3.81
2025-06-17T04:27:40.725796,5,HVAC,0.87
2025-06-17T04:28:40.725796,8,Refrigerator,2.51
2025-06-17T04:29:40.725796,1,Dryer,0.48
2025-06-17T04:30:40.725796,2,Refrigerator,4.51
2025-06-17T04:31:40.725796,6,Refrigerator,0.15
2025-06-17T04:32:40.725796,5,Lighting,4.9
2025-06-17T04:33:40.725796,2,Lighting,1.6
2025-06-17T04:34:40.725796,2,Washer,0.14
2025-06-17T04:35:40.725796,7,Refrigerator,0.55
2025-06-17T04:36:40.725796,10,Washer,2.91
2025-06-17T04:37:40.725796,9,HVAC,2.52
2025-06-17T04:38:40.725796,5,HVAC,4.2
2025-06-17T04:39:40.725796,9,Dryer,0.57
2025-06-17T04:40:40.725796,7,Washer,4.07
2025-06-17T04:41:40.725796,4,Refrigerator,3.23
2025-06-17T04:42:40.725796,10,Washer,2.82
2025-06-17T04:43:40.725796,10,Refrigerator,1.54
2025-06-17T04:44:40.725796,5,Lighting,4.8
2025-06-17T04:45:40.725796,3,HVAC,1.35
2025-06-17T04:46:40.725796,8,Refrigerator,3.54
2025-06-17T04:47:40.725796,10,Refrigerator,0.6
2025-06-17T04:48:40.725796,10,Washer,3.61
2025-06-17T04:49:40.725796,2,Washer,1.23
2025-06-17T04:50:40.725796,3,Lighting,2.93
2025-06-17T04:51:40.725796,5,Washer,3.1
2025-06-17T04:52:40.725796,9,Dryer,3.16
2025-06-17T04:53:40.725796,7,Refrigerator,4.21
2025-06-17T04:54:40.725796,3,Washer,4.02
2025-06-17T04:55:40.725796,3,Dryer,3.2
2025-06-17T04:56:40.725796,2,Washer,3.41
2025-06-17T04:57:40.725796,5,Refrigerator,1.9
2025-06-17T04:58:40.725796,6,Lighting,0.4
2025-06-17T04:59:40.725796,4,Lighting,3.57
2025-06-17T05:00:40.725796,3,HVAC,1.57
2025-06-17T05:01:40.725796,10,HVAC,2.86
2025-06-17T05:02:40.725796,8,Lighting,1.13
2025-06-17T05:03:40.725796,1,Dryer,3.77
2025-06-17T05:04:40.725796,1,HVAC,2.42
2025-06-17T05:05:40.725796,6,Dryer,1.81
2025-06-17T05:06:40.725796,7,HVAC,2.45
2025-06-17T05:07:40.725796,4,Refrigerator,2.76
2025-06-17T05:08:40.725796,7,Refrigerator,4.67
2025-06-17T05:09:40.725796,1,Washer,2.21
2025-06-17T05:10:40.725796,9,HVAC,1.43
2025-06-17T05:11:40.725796,8,Refrigerator,3.07
2025-06-17T05:12:40.725796,7,Washer,3.43
2025-06-17T05:13:40.725796,10,Lighting,2.24
2025-06-17T05:14:40.725796,8,Lighting,4.47
2025-06-17T05:15:40.725796,2,Refrigerator,2.14
2025-06-17T05:16:40.725796,8,Refrigerator,1.07
2025-06-17T05:17:40.725796,2,Refrigerator,4.24
2025-06-17T05:18:40.725796,8,Dryer,4.92
2025-06-17T05:19:40.725796,8,Dryer,3.89
2025-06-17T05:20:40.725796,2,Dryer,3.38
2025-06-17T05:21:40.725796,4,HVAC,0.63
2025-06-17T05:22:40.725796,3,HVAC,2.2
2025-06-17T05:23:40.725796,1,Washer,4.49
